TimeDeltaIndex,Time_s,COP,P_elec_kW,P_cond_kW,T_cond_in_degC,T_cond_out_degC,T_eva_in_degC,T_eva_out_degC,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
1075800,1075802.12,1.81,1451.84,2633.95,50,78.9,12.86,10.87,-2.93,4535.53,83.97,49.62,1
1076400,1076401,1.8,1440.39,2596.99,50,78.85,12.86,10.87,-2.76,4449.94,83.88,49.9,1
1077000,1077002.12,1.8,1433.33,2574.37,50,78.82,12.86,10.88,-2.7,4421.25,83.85,50,1
1077600,1077602.12,1.79,1423.75,2543.42,50,78.78,12.86,10.88,-2.6,4360.45,83.8,50,1
1078200,1078202.12,1.78,1414.13,2512.47,50,78.75,12.86,10.88,-2.5,4299.64,83.75,50,1
1078800,1078802.12,1.77,1404.46,2481.51,50,78.72,12.86,10.88,-2.4,4238.84,83.7,50,1
1079400,1079701,1.75,1389.81,2434.89,50,78.67,12.86,10.88,-2.25,4147.63,83.62,50,1
1080000,1080002.12,1.75,1385.02,2419.72,50,78.65,12.86,10.88,-2.1,4056.65,83.55,50,1
1080600,1080602.12,1.74,1377.62,2396.08,50,78.63,12.86,10.87,-2.1,4056.48,83.55,50,1
1081200,1081202.12,1.73,1370.19,2372.45,50,78.62,12.86,10.87,-2.02,4009.8,83.51,50,1
1081800,1081802.12,1.72,1362.73,2348.81,50,78.6,12.86,10.87,-1.93,3963.12,83.47,50,1
1082400,1082402.12,1.72,1355.24,2325.18,50,78.58,12.86,10.87,-1.85,3916.44,83.42,50,1
1083000,1083301,1.7,1343.51,2288.36,50,78.56,12.86,10.87,-1.72,3846.42,83.36,50,1
1083600,1083602.12,1.7,1340.19,2277.99,50,78.55,12.86,10.87,-1.6,3776.57,83.3,50,1
1084200,1084202.12,1.7,1338.34,2272.56,50,78.53,12.86,10.86,-1.6,3776.52,83.3,50,1
1084800,1084802.12,1.7,1336.49,2267.15,50,78.52,12.86,10.86,-1.55,3764.85,83.27,50,1
1085400,1085402.12,1.69,1334.64,2261.74,50,78.5,12.86,10.86,-1.5,3753.19,83.25,50,1
1086000,1086002.12,1.69,1332.79,2256.32,50,78.48,12.86,10.86,-1.45,3741.52,83.22,50,1
1086600,1086901,1.69,1328.5,2243.4,50,78.46,12.86,10.86,-1.37,3724.01,83.19,50,1
1087200,1087202.12,1.69,1329.07,2245.47,50,78.45,12.86,10.86,-1.3,3706.55,83.15,50,1
1087800,1087802.12,1.68,1323.86,2229.43,50,78.43,12.86,10.87,-1.3,3706.44,83.15,50,1
1088400,1088402.12,1.68,1318.64,2213.41,50,78.42,12.86,10.87,-1.27,3675.24,83.13,50,1
1089000,1089002.12,1.67,1313.4,2197.39,50,78.4,12.86,10.87,-1.23,3644.04,83.12,50,1
1089600,1089602.12,1.67,1308.14,2181.37,50,78.38,12.86,10.87,-1.2,3612.84,83.1,50,1
1090200,1090202.12,1.66,1302.88,2165.35,50,78.37,12.86,10.87,-1.17,3581.65,83.08,50,1
1090800,1090801,1.66,1297.02,2147.54,50,78.35,12.86,10.87,-1.12,3534.91,83.06,50,1
1091400,1091402.12,1.66,1298.4,2151.4,50,78.37,12.86,10.86,-1.1,3519.37,83.05,50,1
1092000,1092002.12,1.66,1299.15,2153.28,50,78.38,12.86,10.86,-1.08,3521.18,83.04,50,1
1092600,1092602.12,1.66,1299.89,2155.16,50,78.4,12.86,10.86,-1.07,3522.98,83.03,50,1
1093200,1093202.12,1.66,1300.64,2157.04,50,78.42,12.86,10.86,-1.05,3524.79,83.02,50,1
1093800,1093802.25,1.66,1301.39,2158.93,50,78.43,12.86,10.86,-1.03,3526.59,83.02,50,1
1094400,1094401.12,1.66,1303.07,2163.71,50,78.45,12.86,10.86,-1.01,3529.29,83,50,1
1095000,1095002.25,1.66,1306.23,2172.24,50,78.5,12.86,10.86,-1,3530.26,83,50,1
1095600,1095602.25,1.67,1310.28,2183.53,50,78.55,12.86,10.86,-1.08,3548.63,83.04,50,1
1096200,1096202.25,1.67,1314.31,2194.81,50,78.6,12.86,10.86,-1.17,3566.99,83.08,50,1
1096800,1096802.25,1.67,1318.34,2206.1,50,78.65,12.86,10.86,-1.25,3585.36,83.13,50,1
1097400,1097402.25,1.68,1322.99,2219.34,50,78.7,12.86,10.86,-1.33,3603.72,83.17,50,1
1098000,1098001.12,1.68,1330.61,2242.02,50,78.75,12.86,10.86,-1.46,3631.23,83.23,50,1
1098600,1098602.25,1.69,1336.02,2258.19,50,78.78,12.86,10.85,-1.5,3640.57,83.25,50,1
1099200,1099202.25,1.7,1345.6,2287.7,50,78.82,12.86,10.85,-1.58,3692.35,83.29,50,1
1099800,1099802.25,1.71,1355.14,2317.21,50,78.85,12.86,10.85,-1.67,3744.13,83.33,50,1
1100400,1100402.25,1.72,1364.63,2346.72,50,78.88,12.86,10.85,-1.75,3795.9,83.38,50,1
1101000,1101301.12,1.74,1381.68,2400.46,50,78.93,12.86,10.85,-1.88,3873.57,83.44,50,1
1101600,1101602.25,1.74,1383.41,2405.54,50,78.95,12.86,10.85,-2,3951.04,83.5,50,1
1102200,1102202.25,1.75,1388.89,2424.11,50,78.92,12.86,10.85,-2,3951.16,83.5,50,1
1102800,1102802.25,1.75,1394.36,2442.73,50,78.9,12.86,10.85,-2.02,3983.92,83.51,50,1
1103400,1103402.25,1.76,1399.8,2461.34,50,78.87,12.86,10.85,-2.03,4016.68,83.52,50,1
1104000,1104002.25,1.76,1405.23,2479.96,50,78.85,12.86,10.85,-2.05,4049.44,83.53,50,0
1104600,1104901.12,1.77,1412.03,2503.56,50,78.81,12.86,10.85,-2.08,4098.58,83.54,50,0
1105200,1105202.25,1.78,1416.03,2517.2,50,78.8,12.86,10.85,-2.1,4147.59,83.55,50,0
1105800,1105802.25,1.78,1417.42,2521.3,50,78.82,12.86,10.86,-2.1,4147.61,83.55,50,0
1106400,1106402.25,1.78,1418.79,2525.33,50,78.83,12.86,10.86,-2.12,4152.68,83.56,50,0
1107000,1107002.25,1.78,1420.16,2529.35,50,78.85,12.86,10.86,-2.13,4157.74,83.57,50,0
1107600,1107602.25,1.78,1421.53,2533.37,50,78.87,12.86,10.86,-2.15,4162.81,83.58,50,0
1108200,1108202.25,1.78,1422.89,2537.4,50,78.88,12.86,10.86,-2.17,4167.87,83.58,50,0
1108800,1108801.12,1.79,1428.55,2555.76,50,78.9,12.86,10.86,-2.19,4175.46,83.6,50,0
1109400,1109402.25,1.78,1423.55,2538.81,50,78.91,12.86,10.86,-2.2,4177.95,83.6,50,0
1110000,1110002.25,1.78,1422.86,2536.25,50,78.92,12.86,10.86,-2.13,4169.8,83.57,50,0
1110600,1110602.25,1.78,1422.17,2533.69,50,78.93,12.86,10.86,-2.07,4161.65,83.53,50,0
1111200,1111202.25,1.78,1421.48,2531.13,50,78.93,12.86,10.86,-2,4153.49,83.5,50,0
1111800,1111802.25,1.78,1420.79,2528.57,50,78.94,12.86,10.86,-1.93,4145.34,83.47,50,0
1112400,1112401.12,1.78,1420.16,2526.25,50,78.95,12.86,10.86,-1.83,4133.13,83.42,50,0
1113000,1113002.25,1.77,1416.05,2512.08,50,78.97,12.86,10.87,-1.8,4128.96,83.4,50,0
1113600,1113602.25,1.77,1411.99,2498.16,50,78.98,12.86,10.87,-1.82,4099.92,83.41,50,0
1114200,1114202.25,1.76,1407.93,2484.24,50,79,12.86,10.87,-1.83,4070.89,83.42,50,0
1114800,1114802.25,1.76,1403.85,2470.32,50,79.02,12.86,10.87,-1.85,4041.85,83.43,50,0
1115400,1115402.25,1.75,1399.76,2456.4,50,79.03,12.86,10.87,-1.87,4012.82,83.43,50,0
1116000,1116001.12,1.75,1395.85,2443.1,50,79.05,12.86,10.87,-1.89,3969.32,83.45,50,0
1116600,1116602.25,1.74,1386.05,2410.9,50,79.06,12.86,10.87,-1.9,3954.63,83.45,50,0
1117200,1117202.25,1.73,1376.42,2379.4,50,79.07,12.86,10.87,-2,3895.2,83.5,50,0
1117800,1117802.25,1.72,1366.72,2347.91,50,79.08,12.86,10.87,-2.1,3835.76,83.55,50,0
1118400,1118402.25,1.71,1356.97,2316.42,50,79.08,12.86,10.87,-2.2,3776.32,83.6,50,0
1119000,1119301.12,1.69,1342.43,2269.8,50,79.1,12.86,10.87,-2.35,3687.17,83.68,50,0
1119600,1119602.25,1.69,1337.3,2253.42,50,79.1,12.86,10.87,-2.5,3598.24,83.75,50,0
1120200,1120202.25,1.67,1327.57,2222.55,50,79.11,12.86,10.87,-2.5,3598.03,83.75,50,0
1120800,1120802.25,1.66,1317.78,2191.67,50,79.12,12.86,10.87,-2.65,3541.59,83.83,50,0
1121400,1121402.25,1.65,1307.92,2160.78,50,79.13,12.86,10.87,-2.8,3485.15,83.9,50,0
1122000,1122002.25,1.64,1298.01,2129.9,50,79.13,12.86,10.87,-2.95,3428.71,83.98,50,0
1122600,1122901.12,1.62,1283.08,2083.81,50,79.15,12.86,10.87,-3.18,3344.05,84.09,50,0
1123200,1123202.25,1.62,1278.01,2068.22,50,79.15,12.86,10.87,-3.4,3259.6,84.2,50,0
1123800,1123802.25,1.62,1277.73,2067.37,50,79.15,12.86,10.86,-3.4,3259.6,84.2,50,0
1124400,1124402.25,1.62,1277.45,2066.51,50,79.15,12.86,10.86,-3.18,3260.06,84.09,50,0
1125000,1125002.25,1.62,1277.17,2065.66,50,79.15,12.86,10.86,-2.97,3260.53,83.98,50,0
1125600,1125602.25,1.62,1276.89,2064.81,50,79.15,12.86,10.86,-2.75,3261,83.87,50,0
1126200,1126501.12,1.62,1276.49,2063.59,50,79.15,12.86,10.86,-2.42,3261.7,83.71,50,0
1126800,1126802.25,1.62,1276.33,2063.1,50,79.15,12.86,10.86,-2.1,3262.4,83.55,50,0
1127400,1127402.25,1.62,1280.92,2077.5,50,79.13,12.86,10.85,-2.1,3262.49,83.55,50,0
1128000,1128002.25,1.63,1285.49,2091.89,50,79.12,12.86,10.85,-2.17,3288.57,83.58,50,0
1128600,1128602.25,1.63,1290.05,2106.28,50,79.1,12.86,10.85,-2.23,3314.64,83.62,50,0
1129200,1129202.25,1.64,1294.59,2120.68,50,79.08,12.86,10.85,-2.3,3340.71,83.65,50,0
1129800,1130101.12,1.65,1301.21,2141.74,50,79.06,12.86,10.85,-2.4,3379.82,83.7,50,0
1130400,1130402.25,1.65,1303.65,2149.53,50,79.05,12.86,10.85,-2.5,3418.83,83.75,50,0
1131000,1131002.25,1.65,1305.63,2155.44,50,79.06,12.86,10.86,-2.5,3418.87,83.75,50,0
1131600,1131602.25,1.65,1307.61,2161.36,50,79.07,12.86,10.86,-2.55,3429.18,83.78,50,0
1132200,1132202.25,1.65,1309.59,2167.28,50,79.08,12.86,10.86,-2.6,3439.49,83.8,50,0
1132800,1132802.25,1.66,1311.57,2173.2,50,79.08,12.86,10.86,-2.65,3449.8,83.83,50,0
1133400,1133701.12,1.66,1314.68,2182.56,50,79.1,12.86,10.86,-2.73,3465.27,83.86,50,0
1134000,1134002.25,1.66,1315.48,2184.93,50,79.1,12.86,10.86,-2.8,3480.7,83.9,50,0
1134600,1134602.25,1.66,1317.83,2192.94,50,79.07,12.86,10.86,-2.8,3480.74,83.9,50,0
1135200,1135202.25,1.67,1320.17,2200.93,50,79.05,12.86,10.86,-2.83,3492.21,83.92,50,0
1135800,1135802.25,1.67,1322.51,2208.93,50,79.02,12.86,10.86,-2.87,3503.67,83.93,50,0
1136400,1136402.25,1.67,1324.84,2216.93,50,79,12.86,10.86,-2.9,3515.14,83.95,50,0
1137000,1137301.12,1.68,1327.99,2227.84,50,78.96,12.86,10.86,-2.95,3532.33,83.98,50,0
1137600,1137602.25,1.68,1329.52,2232.99,50,78.95,12.86,10.86,-3,3549.49,84,50,0
1138200,1138202.25,1.69,1335.65,2252.56,50,78.94,12.86,10.85,-3,3549.61,84,50,0
1138800,1138802.25,1.69,1341.74,2272.1,50,78.93,12.86,10.85,-3.03,3582.32,84.02,50,0
1139400,1139402.25,1.7,1347.81,2291.64,50,78.92,12.86,10.85,-3.07,3615.02,84.03,50,0
1140000,1140002.25,1.71,1353.86,2311.18,50,78.92,12.86,10.85,-3.1,3647.72,84.05,50,0
1140600,1140602.25,1.71,1359.89,2330.71,50,78.91,12.86,10.85,-3.13,3680.42,84.07,50,0
1141200,1141201.12,1.72,1365.61,2349.34,50,78.9,12.86,10.85,-3.18,3729.41,84.09,50,0
1141800,1141802.25,1.73,1375.77,2382.4,50,78.89,12.86,10.85,-3.2,3745.93,84.1,50,0
1142400,1142402.25,1.74,1385.58,2414.51,50,78.88,12.86,10.84,-3.22,3805.33,84.11,50,0
1143000,1143002.25,1.75,1395.33,2446.62,50,78.87,12.86,10.84,-3.23,3864.74,84.12,50,0
1143600,1143602.25,1.76,1405.03,2478.72,50,78.87,12.86,10.84,-3.25,3924.14,84.13,50,0
1144200,1144202.25,1.77,1414.67,2510.83,50,78.86,12.86,10.84,-3.27,3983.55,84.13,50,0
1144800,1144801.12,1.79,1424.08,2542.36,50,78.85,12.86,10.84,-3.29,4072.54,84.15,50,0
1145400,1145402.25,1.8,1436.2,2583.12,50,78.84,12.86,10.84,-3.3,4102.42,84.15,50,0
1146000,1146002.25,1.81,1448.06,2623.27,50,78.83,12.86,10.84,-3.32,4177.22,84.16,50,0
1146600,1146602.25,1.82,1459.84,2663.42,50,78.82,12.86,10.84,-3.33,4252.02,84.17,50,0
1147200,1147202.25,1.84,1471.55,2703.57,50,78.82,12.86,10.84,-3.35,4326.83,84.18,50,0
1147800,1147802.25,1.85,1483.18,2743.72,50,78.81,12.86,10.84,-3.37,4401.63,84.18,50,0
1148400,1148401.12,1.86,1494.66,2783.62,50,78.8,12.86,10.84,-3.39,4513.7,84.2,50,0
1149000,1149002.25,1.87,1500.55,2804.3,50,78.79,12.86,10.85,-3.4,4551.11,84.2,50,0
1149600,1149602.25,1.88,1506.36,2824.8,50,78.78,12.86,10.85,-3.43,4591.26,84.22,49.79,0
1150200,1150202.25,1.88,1512.16,2845.3,50,78.77,12.86,10.85,-3.47,4631.41,84.23,49.58,0
1150800,1150802.25,1.89,1517.94,2865.81,50,78.77,12.86,10.85,-3.5,4671.56,84.25,49.37,0
1151400,1151402.25,1.89,1523.7,2886.31,50,78.76,12.86,10.85,-3.53,4711.71,84.27,49.16,0
1152000,1152001.12,1.9,1528.98,2905.18,50,78.75,12.86,10.85,-3.58,4771.85,84.29,48.85,0
1152600,1152602.25,1.9,1526.13,2895.74,50,78.73,12.86,10.86,-3.6,4791.79,84.3,48.75,0
1153200,1153202.25,1.89,1522.85,2884.82,50,78.72,12.86,10.86,-3.58,4775.77,84.29,48.86,0
1153800,1153802.25,1.89,1519.57,2873.89,50,78.7,12.86,10.86,-3.57,4759.76,84.28,48.97,0
1154400,1154402.25,1.89,1516.29,2862.97,50,78.68,12.86,10.86,-3.55,4743.74,84.27,49.08,0
1155000,1155002.25,1.89,1513,2852.05,50,78.67,12.86,10.86,-3.53,4727.72,84.27,49.19,0
1155600,1155601.12,1.88,1508.93,2838.4,50,78.65,12.86,10.86,-3.51,4703.73,84.25,49.36,0
1156200,1156202.25,1.88,1503.99,2822.35,50,78.62,12.86,10.87,-3.5,4695.64,84.25,49.42,0
1156800,1156802.38,1.87,1498.29,2803.66,50,78.58,12.86,10.87,-3.38,4664.95,84.19,49.51,0
1157400,1157402.38,1.87,1492.57,2784.98,50,78.55,12.86,10.87,-3.27,4634.27,84.13,49.61,0
1158000,1158002.38,1.86,1486.85,2766.29,50,78.52,12.86,10.87,-3.15,4603.58,84.07,49.71,0
1158600,1158901.25,1.85,1477.35,2735.22,50,78.47,12.86,10.87,-2.97,4557.56,83.99,49.85,0
1159200,1159202.38,1.85,1475.34,2728.87,50,78.45,12.86,10.87,-2.8,4511.65,83.9,50,0
1159800,1159802.38,1.84,1464.98,2694.45,50,78.42,12.86,10.87,-2.8,4511.41,83.9,50,0
1160400,1160402.38,1.83,1454.57,2660.03,50,78.38,12.86,10.87,-2.67,4450.87,83.83,50,0
1161000,1161002.38,1.82,1444.12,2625.62,50,78.35,12.86,10.87,-2.53,4390.32,83.77,50,0
1161600,1161602.38,1.81,1433.61,2591.21,50,78.32,12.86,10.87,-2.4,4329.78,83.7,50,0
1162200,1162501.25,1.79,1417.2,2537.74,50,78.27,12.86,10.87,-2.2,4238.96,83.6,50,0
1162800,1162802.38,1.79,1412.46,2522.42,50,78.25,12.86,10.87,-2,4148.38,83.5,50,0
1163400,1163402.38,1.77,1400.43,2483.24,50,78.22,12.86,10.88,-2,4148.1,83.5,50,0
1164000,1164002.38,1.76,1388.34,2444.09,50,78.2,12.86,10.88,-1.9,4077.97,83.45,50,0
1164600,1164602.38,1.75,1376.17,2404.94,50,78.17,12.86,10.88,-1.8,4007.84,83.4,50,0
1165200,1165202.38,1.73,1363.93,2365.79,50,78.15,12.86,10.88,-1.7,3937.7,83.35,50,0
1165800,1166101.25,1.71,1344.78,2305.06,50,78.11,12.86,10.88,-1.55,3832.5,83.27,50,0
1166400,1166402.38,1.71,1339.19,2287.46,50,78.1,12.86,10.88,-1.4,3727.57,83.2,50,0
1167000,1167002.38,1.7,1333.67,2270.3,50,78.08,12.86,10.87,-1.4,3727.45,83.2,50,0
1167600,1167602.38,1.7,1328.09,2253,50,78.07,12.86,10.87,-1.32,3697.04,83.16,50,0
1168200,1168202.38,1.69,1322.5,2235.7,50,78.05,12.86,10.87,-1.23,3666.62,83.12,50,0
1168800,1168802.38,1.68,1316.89,2218.39,50,78.03,12.86,10.87,-1.15,3636.2,83.07,50,0
1169400,1169701.25,1.68,1307.97,2190.97,50,78.01,12.86,10.87,-1.02,3590.57,83.01,50,0
1170000,1170002.38,1.67,1305.49,2183.41,50,78,12.86,10.87,-0.9,3545.05,82.95,50,0
1170600,1170602.38,1.67,1299.91,2170.89,50,77.82,12.86,10.86,-0.9,3545,82.95,50,0
1171200,1171202.38,1.67,1294.38,2158.54,50,77.63,12.86,10.86,-0.85,3530.62,82.92,50,0
1171800,1171802.38,1.67,1288.85,2146.19,50,77.45,12.86,10.86,-0.8,3516.25,82.9,50,0
1172400,1172402.38,1.66,1283.32,2133.85,50,77.27,12.86,10.86,-0.75,3501.87,82.87,50,0
1173000,1173301.25,1.66,1272.46,2107.37,50,76.99,12.86,10.86,-0.67,3480.31,82.84,50,0
1173600,1173602.38,1.66,1272.35,2109.46,50,76.9,12.86,10.86,-0.6,3458.8,82.8,50,0
1174200,1174202.38,1.66,1268.54,2100.06,50,76.81,12.86,10.86,-0.6,3458.78,82.8,50,0
1174800,1174802.38,1.65,1264.72,2090.63,50,76.72,12.86,10.86,-0.58,3452.23,82.79,50,0
1175400,1175402.38,1.65,1260.9,2081.21,50,76.62,12.86,10.86,-0.57,3445.68,82.78,50,0
1176000,1176002.38,1.65,1257.08,2071.78,50,76.53,12.86,10.86,-0.55,3439.13,82.77,50,0
1176600,1176901.25,1.64,1248.43,2048.62,50,76.4,12.86,10.86,-0.52,3429.3,82.76,50,0
1177200,1177202.38,1.64,1249.49,2053.12,50,76.35,12.86,10.86,-0.5,3419.5,82.75,50,0
1177800,1177802.38,1.64,1247.05,2046.24,50,76.32,12.86,10.86,-0.5,3419.49,82.75,50,0
1178400,1178402.38,1.64,1244.6,2039.3,50,76.3,12.86,10.86,-0.52,3417.83,82.76,50,0
1179000,1179002.38,1.64,1242.13,2032.36,50,76.27,12.86,10.86,-0.53,3416.16,82.77,50,0
1179600,1179602.38,1.63,1239.67,2025.43,50,76.25,12.86,10.86,-0.55,3414.49,82.78,50,0
1180200,1180202.38,1.63,1237.21,2018.49,50,76.22,12.86,10.86,-0.57,3412.83,82.78,50,0
1180800,1180801.25,1.63,1234.24,2010.04,50,76.2,12.86,10.86,-0.59,3410.33,82.8,50,0
1181400,1181402.38,1.63,1237.55,2018.91,50,76.25,12.86,10.86,-0.6,3409.6,82.8,50,0
1182000,1182002.38,1.63,1240.27,2025.95,50,76.3,12.86,10.86,-0.67,3433.84,82.83,50,0
1182600,1182602.38,1.64,1242.98,2032.98,50,76.35,12.86,10.86,-0.73,3458.09,82.87,50,0
1183200,1183202.38,1.64,1245.68,2040.02,50,76.4,12.86,10.86,-0.8,3482.34,82.9,50,0
1183800,1183802.38,1.64,1248.39,2047.06,50,76.45,12.86,10.86,-0.87,3506.59,82.93,50,0
1184400,1184401.25,1.64,1251.69,2055.96,50,76.5,12.86,10.86,-0.97,3542.91,82.98,50,0
1185000,1185002.38,1.65,1256.39,2069.63,50,76.53,12.86,10.85,-1,3555.15,83,50,0
1185600,1185602.38,1.65,1261.69,2085.2,50,76.57,12.86,10.85,-1.08,3596.79,83.04,50,0
1186200,1186202.38,1.66,1266.97,2100.76,50,76.6,12.86,10.85,-1.17,3638.44,83.08,50,0
1186800,1186802.38,1.66,1272.24,2116.32,50,76.63,12.86,10.85,-1.25,3680.08,83.13,50,0
1187400,1187402.38,1.67,1277.49,2131.88,50,76.67,12.86,10.85,-1.33,3721.72,83.17,50,0
1188000,1188001.25,1.67,1282.79,2147.61,50,76.7,12.86,10.85,-1.46,3784.11,83.23,50,0
1188600,1188602.38,1.68,1285.02,2153.47,50,76.74,12.86,10.86,-1.5,3804.93,83.25,50,0
1189200,1189202.38,1.68,1287.3,2159.52,50,76.78,12.86,10.86,-1.57,3825.82,83.28,50,0
1189800,1189802.38,1.68,1289.58,2165.56,50,76.83,12.86,10.86,-1.63,3846.71,83.32,50,0
1190400,1190402.38,1.68,1291.86,2171.6,50,76.87,12.86,10.86,-1.7,3867.6,83.35,50,0
1191000,1191002.38,1.68,1294.14,2177.64,50,76.91,12.86,10.86,-1.77,3888.49,83.38,50,0
1191600,1191601.25,1.68,1296.6,2184.29,50,76.95,12.86,10.86,-1.87,3919.78,83.43,50,0
1192200,1192202.38,1.68,1296.94,2184.44,50,76.98,12.86,10.86,-1.9,3930.22,83.45,50,0
1192800,1192802.38,1.68,1297.49,2185.25,50,77.02,12.86,10.86,-1.98,3939.11,83.49,50,0
1193400,1193402.38,1.68,1298.04,2186.06,50,77.05,12.86,10.86,-2.07,3948.01,83.53,50,0
1194000,1194002.38,1.68,1298.59,2186.86,50,77.08,12.86,10.86,-2.15,3956.91,83.58,50,0
1194600,1194602.38,1.68,1299.14,2187.67,50,77.12,12.86,10.86,-2.23,3965.8,83.62,50,0
1195200,1195201.25,1.69,1301.04,2192.78,50,77.15,12.86,10.86,-2.36,3979.13,83.68,50,0
1195800,1195802.38,1.68,1298.72,2184.49,50,77.18,12.86,10.86,-2.4,3983.55,83.7,50,0
1196400,1196402.38,1.68,1297.75,2180.52,50,77.22,12.86,10.86,-2.47,3980.71,83.73,50,0
1197000,1197002.38,1.68,1296.79,2176.55,50,77.25,12.86,10.86,-2.53,3977.87,83.77,50,0
1197600,1197602.38,1.68,1295.82,2172.58,50,77.28,12.86,10.86,-2.6,3975.03,83.8,50,0
1198200,1198501.25,1.68,1297.75,2177.3,50,77.33,12.86,10.86,-2.7,3970.77,83.85,50,0
1198800,1198802.38,1.67,1293.89,2164.68,50,77.35,12.86,10.86,-2.8,3966.52,83.9,50,0
1199400,1199402.38,1.67,1292,2157.83,50,77.38,12.86,10.86,-2.8,3966.47,83.9,50,0
1200000,1200002.38,1.67,1290.12,2151.02,50,77.42,12.86,10.86,-2.88,3956.12,83.94,50,0
1200600,1200602.38,1.66,1288.24,2144.22,50,77.45,12.86,10.86,-2.97,3945.76,83.98,50,0
1201200,1201202.38,1.66,1286.35,2137.42,50,77.48,12.86,10.86,-3.05,3935.41,84.03,50,0
1201800,1202101.25,1.66,1285.2,2132.49,50,77.53,12.86,10.86,-3.18,3919.87,84.09,50,0
1202400,1202402.38,1.66,1282.58,2123.88,50,77.55,12.86,10.86,-3.3,3904.38,84.15,50,0
1203000,1203002.38,1.65,1275.75,2101.54,50,77.59,12.86,10.87,-3.3,3904.19,84.15,50,0
1203600,1203602.38,1.64,1268.91,2079.3,50,77.63,12.86,10.87,-3.37,3858.01,84.18,50,0
1204200,1204202.38,1.63,1262.03,2057.06,50,77.68,12.86,10.87,-3.43,3811.83,84.22,50,0
1204800,1204802.38,1.62,1255.11,2034.82,50,77.72,12.86,10.87,-3.5,3765.64,84.25,50,0
1205400,1205701.25,1.61,1245.01,2002.5,50,77.78,12.86,10.87,-3.6,3696.37,84.3,50,0
1206000,1206002.38,1.6,1241.14,1990.28,50,77.8,12.86,10.87,-3.7,3627.28,84.35,50,0
1206600,1206602.38,1.59,1231.73,1961.08,50,77.83,12.86,10.87,-3.7,3627.03,84.35,50,0
1207200,1207202.38,1.58,1222.24,1931.88,50,77.87,12.86,10.87,-3.83,3564.93,84.42,50,0
1207800,1207802.38,1.57,1212.68,1902.67,50,77.9,12.86,10.87,-3.97,3502.83,84.48,50,0
1208400,1208402.38,1.56,1203.05,1873.47,50,77.93,12.86,10.87,-4.1,3440.72,84.55,50,0
1209000,1209301.25,1.54,1188.64,1830.16,50,77.98,12.86,10.87,-4.3,3347.57,84.65,50,0
1209600,1209602.38,1.53,1183.69,1815.39,50,78,12.86,10.87,-4.5,3254.67,84.75,50,0
1210200,1210202.38,1.53,1182.97,1811.02,50,78.1,12.86,10.86,-4.5,3254.65,84.75,50,0
1210800,1210802.38,1.53,1182.23,1806.65,50,78.2,12.86,10.86,-4.5,3249.55,84.75,50,0
1211400,1211402.38,1.53,1181.5,1802.27,50,78.3,12.86,10.86,-4.5,3244.45,84.75,50,0
1212000,1212002.38,1.52,1180.75,1797.9,50,78.4,12.86,10.86,-4.5,3239.35,84.75,50,0
1212600,1212901.25,1.52,1180.46,1793.72,50,78.55,12.86,10.86,-4.5,3231.71,84.75,50,0
1213200,1213202.38,1.52,1179.31,1789.31,50,78.6,12.86,10.86,-4.5,3224.08,84.75,50,0
1213800,1213802.38,1.52,1181.95,1794.28,50,78.72,12.86,10.86,-4.5,3224.11,84.75,50,0
1214400,1214402.38,1.52,1184.6,1799.33,50,78.83,12.86,10.86,-4.57,3230.15,84.78,50,0
1215000,1215002.38,1.52,1187.26,1804.37,50,78.95,12.86,10.86,-4.63,3236.2,84.82,50,0
1215600,1215602.38,1.52,1189.92,1809.41,50,79.07,12.86,10.86,-4.7,3242.25,84.85,50,0
1216200,1216501.25,1.54,1206.85,1854.62,50,79.24,12.86,10.86,-4.8,3251.32,84.9,50,0
1216800,1216802.38,1.52,1195.23,1819.51,50,79.3,12.86,10.85,-4.9,3260.37,84.95,50,0
1217400,1217402.38,1.53,1199.82,1830.14,50,79.42,12.86,10.85,-4.9,3260.42,84.95,50,0
1218000,1218002.38,1.53,1204.41,1840.76,50,79.53,12.86,10.85,-4.97,3273.41,84.98,50,0
1218600,1218602.38,1.53,1208.99,1851.37,50,79.65,12.86,10.85,-5.03,3286.39,85.02,50,0
1219200,1219202.5,1.53,1213.57,1861.99,50,79.77,12.86,10.85,-5.1,3299.37,85.05,50,0
1219800,1219802.5,1.54,1218.14,1872.61,50,79.88,12.86,10.85,-5.17,3312.36,85.08,50,0
1220400,1220401.25,1.55,1230.22,1905.19,50,80,12.86,10.85,-5.27,3331.8,85.13,50,0
1221000,1221002.5,1.55,1232.92,1911.65,50,80.06,12.86,10.85,-5.3,3338.44,85.15,50,0
1221600,1221602.5,1.56,1243.12,1940.19,50,80.12,12.86,10.84,-5.33,3381.05,85.17,50,0
1222200,1222202.5,1.57,1253.26,1968.73,50,80.18,12.86,10.84,-5.37,3423.67,85.18,50,0
1222800,1222802.5,1.58,1263.34,1997.28,50,80.23,12.86,10.84,-5.4,3466.28,85.2,50,0
1223400,1223402.5,1.59,1273.38,2025.82,50,80.29,12.86,10.84,-5.43,3508.89,85.22,50,0
1224000,1224001.25,1.6,1284.29,2057.16,50,80.35,12.86,10.84,-5.48,3572.72,85.24,50,0
